id,name,address,city,country,zipcode,created_at,updated_at,mainstreet,crossstreet,key,owner,image,hotelID,source
776,HIGHLAND INN MOTEL,8025 DEAN MARTIN DR,Las Vegas,US,89139,,,,,,,,272867,expedia
777,Streamline Luxury Suites,150 N. Las Vegas Blvd.,Las Vegas,US,89101,,,,,,,,269894,expedia
778,Encore at Wynn Las Vegas,3121 Las Vegas Blvd,Las Vegas,US,89109,,,,,,Wynn Resorts (WYNN),,273427,expedia
779,Element by Westin Las Vegas Summerlin,10555 Discovery Drive,Las Vegas,US,89135,,,,,,,,273732,expedia
780,EASTSIDE CANNERY CASINO HOTEL,5255 Boulder Highway,Las Vegas,US,89122,,,,,,,,308392,expedia
781,Staybridge Suites Las Vegas,5735 Dean Martin Dr,Las Vegas,US,89118,,,,,,,,274234,expedia
782,Baymont Inn & Suites Las Vegas Flamingo at Paradise,4055 Palos Verdes Street,Las Vegas,US,89119,,,,,,,,309101,expedia
783,Springhill Suites Las Vegas Convention Center,2989 Paradise Road,Las Vegas,US,89109,,,,,,,,276498,expedia
784,OAKWOOD AT INDIAN RIDGE,9353 West Twain,Las Vegas,US,89117,,,,,,,,274838,expedia
785,Hampton Inn & Suites Las Vegas Airport,6575 S Eastern Ave,Las Vegas,US,89119,,,,,,,,276518,expedia
786,Vdara Hotel & Spa at CityCenter,2600 West Harmon Avenue,Las Vegas,US,89158,,,,,,MGM Resorts International (MGM),,311299,expedia
787,ARIA Resort & Casino at CityCenter,3730 Las Vegas Blvd. South,Las Vegas,US,89109,,,,,,MGM Resorts International (MGM),,311298,expedia
788,Clarion Hotel And Casino,305 Convention Center Dr,Las Vegas,US,89109,,,,,,,,326028,expedia
789,The SKYLOFTS at MGM Grand,3799 Las Vegas Boulevard,Las Vegas,US,89109,,,,,,MGM Resorts International (MGM),,324743,expedia
790,"Mandarin Oriental, Las Vegas",3752 Las Vegas Blvd S,Las Vegas,US,89158,,,,,,MGM Resorts International (MGM),,332841,expedia
791,La Quinta Inn & Suites Las Vegas Airport South,6560 Surrey St,Las Vegas,US,89119,,,,,,,,347159,expedia
792,Siegel Slots and Suites,5011 E Craig Rd,Las Vegas,US,89115,,,,,,,,336655,expedia
793,OAKWOOD AT ONE LAS VEGAS,8225 Las Vegas Boulevard South,Las Vegas,US,89123,,,,,,,,347519,expedia
794,The Cosmopolitan Of Las Vegas,3708 Las Vegas Blvd S,Las Vegas,US,89109,,,,,,,,364984,expedia
795,Wingate by Wyndham Las Vegas,315 WARM SPRINGS RD,Las Vegas,US,89119,,,,,,,,352567,expedia
796,PALACE STATION COURTYARD,2550 South Rancho Drive,Las Vegas,US,89102-4343,,,,,,,,378670,expedia
797,Howard Johnson Las Vegas,5300A E Craig Road,Las Vegas,US,89115,,,,,,,,394550,expedia
798,DESERT HILLS MOTEL,2121 Fremont Street,Las Vegas,US,89101,,,,,,,,400122,expedia
799,"Howard Johnson on East Tropicana, Las Vegas",165 E Tropicana Ave,Las Vegas,US,89109,,,,,,,,426966,expedia
800,WorldMark Las Vegas Blvd,8601 S Las Vegas Blvd,Las Vegas,US,89123,,,,,,,,428077,expedia
801,The Westin Michigan Avenue Chicago,909 North Michigan Ave,Chicago,US,60611,,,,,,,,105305,expedia
802,"Hotel Allegro, a Kimpton Hotel",171 W Randolph St,Chicago,US,60601,,,,,,,,105477,expedia
803,Crowne Plaza Hotel Chicago Magnificent Mile,160 E Huron Street,Chicago,US,60611,,,,,,,,105679,expedia
804,Park Hyatt - Chicago,800 N Michigan Ave,Chicago,US,60611,,,,,,,,106046,expedia
805,Hyatt Regency Chicago,151 East Wacker Dr,Chicago,US,60601,,,,,,,,106062,expedia
806,Chicago Marriott O'Hare,8535 West Higgins Road,Chicago,US,60631,,,,,,,,106381,expedia
807,Chicago Marriott Downtown Magnificent Mile,540 North Michigan Avenue,Chicago,US,60611,,,,,,,,106414,expedia
808,The Whitehall Hotel,105 E Delaware Pl,Chicago,US,60611,,,,,,,,106418,expedia
809,Clarion Hotel Midway Airport,7353 S Cicero Avenue,Chicago,US,60629,,,,,,,,107504,expedia
810,DoubleTree by Hilton Chicago - Magnificent Mile,300 E Ohio St,Chicago,US,60611,,,,,,,,108495,expedia
811,Holiday Inn Chicago-Mart Plaza,350 W Mart Center Dr,Chicago,US,60654,,,,,,,,108518,expedia
812,PUBLIC Chicago,1301 N State Pkwy,Chicago,US,60610,,,,,,,,109361,expedia
813,Chicago's Essex Inn,800 S Michigan Ave,Chicago,US,60605,,,,,,,,109547,expedia
814,Inn at Lincoln Park,601 West Diversey Parkway,Chicago,US,60614,,,,,,,,109887,expedia
815,Best Western Plus River North Hotel,125 W Ohio St,Chicago,US,60610,,,,,,,,110276,expedia
816,W Chicago Lakeshore,644 N Lake Shore Dr,Chicago,US,60611,,,,,,,,112294,expedia
817,Swissotel - Chicago,323 E Wacker Dr,Chicago,US,60601,,,,,,,,112743,expedia
818,Four Seasons Hotel Chicago,120 East Delaware Place,Chicago,US,60611,,,,,,,,112676,expedia
819,Hilton Chicago- Michigan Ave Cultural Mile,720 S Michigan Ave,Chicago,US,60605,,,,,,,,112534,expedia
820,The Drake Hotel,140 E Walton Place,Chicago,US,60611,,,,,,,,113158,expedia
821,The Ritz-Carlton Chicago - A Four Seasons Hotel,160 E Pearson Street,Chicago,US,60611,,,,,,,,115063,expedia
822,Congress Plaza Hotel,520 S Michigan Ave,Chicago,US,60605,,,,,,,,115610,expedia
823,Fairmont Chicago at Millennium Park,200 North Columbus Drive,Chicago,US,60601,,,,,,,,116826,expedia
824,Holiday Inn O'Hare,5615 North Cumberland Avenue,Chicago,US,60631,,,,,,,,116865,expedia
825,Holiday Inn Express Chicago-Magnificent Mile,640 N Wabash Ave,Chicago,US,60611,,,,,,,,116910,expedia
826,The Westin Chicago River North,320 N Dearborn St,Chicago,US,60654,,,,,,,,116986,expedia
827,Days Inn Chicago,644 West Diversey Parkway,Chicago,US,60614,,,,,,,,118487,expedia
828,InterContinental Chicago Magnificent Mile,505 N Michigan Ave,Chicago,US,60611,,,,,,,,120819,expedia
829,Hilton Suites Chicago Magnificent Mile,198 E Delaware Pl,Chicago,US,60611,,,,,,,,121781,expedia
830,Sleep Inn Midway Airport Bedford Park,6650 S Cicero Ave,Chicago,US,60638,,,,,,,,120739,expedia
831,Omni Chicago Hotel,676 N Michigan Ave,Chicago,US,60611,,,,,,,,122039,expedia
832,Marriott Chicago at Medical District/UIC,625 South Ashland Avenue,Chicago,US,60607,,,,,,,,123547,expedia
833,Best Western Grant Park,1100 S Michigan Ave,Chicago,US,60605,,,,,,,,124266,expedia
834,Hampton Inn Chicago-Midway Airport,6540 S Cicero Ave,Chicago,US,60638,,,,,,,,123627,expedia
835,MileNorth Chicago,166 E Superior Street,Chicago,US,60611,,,,,,,,122910,expedia
836,Wyndham Blake Chicago,500 South Dearborn Street,Chicago,US,60605,,,,,,,,127009,expedia
837,Ramada Lake Shore,4900 S Lake Shore Dr,Chicago,US,60615,,,,,,,,125028,expedia
838,Residence Inn by Marriott Chicago Downtown Magnificent Mile,201 East Walton Place,Chicago,US,60611,,,,,,,,125426,expedia
839,Embassy Suites Chicago Downtown,600 N State St,Chicago,US,60610,,,,,,,,126887,expedia
840,"Hotel 71, Wyndham Affiliate",71 E Wacker Dr,Chicago,US,60601,,,,,,,,126022,expedia
841,Courtyard by Marriott Chicago Downtown River North,30 E Hubbard St,Chicago,US,60611,,,,,,,,127943,expedia
842,Howard Johnson Inn Chicago Downtown,720 North LaSalle Street,Chicago,US,60654,,,,,,,,128722,expedia
843,Raffaello Hotel,201 E Delaware Pl,Chicago,US,60611,,,,,,,,128741,expedia
844,Sheraton Chicago Hotel and Towers,301 E North Water St,Chicago,US,60611,,,,,,,,129013,expedia
845,Millennium Knickerbocker,163 East Walton Place,Chicago,US,60611,,,,,,,,129296,expedia
846,Hotel Indigo Chicago Downtown Gold Coast,1244 N Dearborn Parkway,Chicago,US,60610,,,,,,,,129416,expedia
847,The James Chicago,55 East Ontario Street,Chicago,US,60611,,,,,,,,131004,expedia
848,The Tremont Chicago Hotel at Magnificent Mile,100 E Chestnut St,Chicago,US,60611,,,,,,,,133115,expedia
849,Fairfield Inn and Suites by Marriott Chicago Midway Airport,6630 S Cicero Ave,Chicago,US,60638,,,,,,,,135057,expedia
850,Hotel Lincoln,1816 N Clark Street,Chicago,US,60614,,,,,,,,132396,expedia
851,City Suites Hotel,933 W Belmont Ave,Chicago,US,60657,,,,,,,,133990,expedia
852,The Willows Hotel,555 W Surf St,Chicago,US,60657,,,,,,,,133991,expedia
853,The Sutton Place Hotel by the Magnificent Mile,21 E Bellevue Pl,Chicago,US,60611,,,,,,,,136511,expedia
854,Renaissance Chicago Downtown Hotel,1 W Wacker Dr,Chicago,US,60601,,,,,,,,136892,expedia
855,Hyatt Regency McCormick Place,2233 S Martin Luther King Dr,Chicago,US,60616,,,,,,,,139589,expedia
856,Courtyard Chicago Midway Airport,6610 S Cicero Ave,Chicago,US,60638,,,,,,,,135342,expedia
857,Hampton Inn & Suites Chicago Downtown,33 West Illinois Street,Chicago,US,60654,,,,,,,,136272,expedia
858,Travelodge Hotel Downtown,65 E Harrison St,Chicago,US,60605,,,,,,,,143237,expedia
859,The Majestic Hotel,528 W Brompton Ave,Chicago,US,60657,,,,,,,,143941,expedia
860,The Blackstone Renaissance Chicago Hotel,636 S Michigan Ave,Chicago,US,60605,,,,,,,,144665,expedia
861,Hotel Sax Chicago,333 N Dearborn St,Chicago,US,60654,,,,,,,,150418,expedia
862,Hyatt Chicago Magnificent Mile,633 N Saint Clair St,Chicago,US,60611,,,,,,,,148553,expedia
863,The Allerton Hotel on Magnificent Mile,701 North Michigan Avenue,Chicago,US,60611,,,,,,,,151855,expedia
864,The Palmer House Hilton,17 E Monroe St,Chicago,US,60603,,,,,,,,151856,expedia
865,Silversmith Hotel & Suites,10 S Wabash Ave,Chicago,US,60603,,,,,,,,148843,expedia
866,"Inn of Chicago, an Ascend Hotel Collection Member",162 E Ohio St,Chicago,US,60611,,,,,,,,163192,expedia
867,W Chicago City Center,172 W Adams St,Chicago,US,60603,,,,,,,,163211,expedia
868,Holiday Inn Hotel & Suites Chicago-Downtown,506 West Harrison Street,Chicago,US,60607,,,,,,,,152668,expedia
869,Hilton Garden Inn Chicago Downtown Magnificent Mile,10 E Grand Ave,Chicago,US,60611,,,,,,,,163203,expedia
870,Homewood Suites by Hilton Chicago Downtown,40 East Grand Avenue,Chicago,US,60611,,,,,,,,163207,expedia
871,Conrad Chicago,521 North Rush Street,Chicago,US,60611,,,,,,,,175268,expedia
872,"Hotel Burnham, a Kimpton Hotel",1 W Washington St,Chicago,US,60602,,,,,,,,179221,expedia
873,BEST WESTERN PLUS HAWTHORNE,3434 North Broadway Avenue,Chicago,US,60657,,,,,,,,184123,expedia
874,"Club Quarters, Central Loop",111 West Adams Street,Chicago,US,60603,,,,,,,,188495,expedia
875,"Hotel Monaco Chicago, a Kimpton Hotel",225 N Wabash Ave,Chicago,US,60601,,,,,,,,185799,expedia
876,SpringHill Suites Chicago O'Hare by Marriott,8101 West Higgins Road,Chicago,US,60631,,,,,,,,192692,expedia
877,OAKWOOD AT WEST77,77 West Huron Street,Chicago,US,60654,,,,,,,,186685,expedia
878,Embassy Suites Chicago Downtown - Lakefront,511 North Columbus Drive,Chicago,US,60611,,,,,,,,192824,expedia
879,The Peninsula Chicago,108 East Superior Street,Chicago,US,60611,,,,,,,,193520,expedia
880,Fairfield Inn and Suites by Marriott Chicago Downtown,216 East Ontario Street,Chicago,US,60611,,,,,,,,193184,expedia
881,THE STANDARD CLUB,320 SOUTH PLYMOUTH COURT,Chicago,US,60604,,,,,,,,198772,expedia
882,Red Roof Inn Chicago Downtown Magnificent Mile,162 East Ontario Street,Chicago,US,60611,,,,,,,,195791,expedia
883,"Club Quarters, Wacker at Michigan",75 E Wacker Dr,Chicago,US,60601,,,,,,,,204357,expedia
884,ACME Hotel Company Chicago,15 East Ohio Street,Chicago,US,60611,,,,,,,,204138,expedia
885,Sofitel Chicago Water Tower,20 E Chestnut St,Chicago,US,60611,,,,,,,,202258,expedia
886,Chicago Marriott Midway,6520 South Cicero Avenue,Chicago,US,60638,,,,,,,,204972,expedia
887,Hilton Chicago O'Hare Airport,Ohare International Airport,Chicago,US,60666,,,,,,,,205274,expedia
888,Hard Rock Hotel Chicago,230 North Michigan Avenue,Chicago,US,60601,,,,,,,,216967,expedia
889,Amalfi Hotel Chicago,20 W Kinzie St,Chicago,US,60654,,,,,,,,218070,expedia
890,Courtyard by Marriott Chicago Magnificent Mile,165 East Ontario Street,Chicago,US,60611,,,,,,,,216850,expedia
891,ChinaTown Hotel SRO LTD,214 West 22nd Place,Chicago,US,60616,,,,,,,,223976,expedia
892,HABITAT SUITES AT PRES  TOWERS,555A West Madison Street,Chicago,US,60661,,,,,,,,219317,expedia
893,The Buckingham Athletic Club & Hotel,440 South La Salle Street,Chicago,US,60605,,,,,,,,223391,expedia
894,Renaissance Chicago O'Hare Suites Hotel,8500 West Bryn Mawr Avenue,Chicago,US,60631,,,,,,,,226714,expedia
895,Hilton Garden Inn Chicago/Midway Airport,6530 S Cicero Ave,Chicago,US,60638,,,,,,,,229197,expedia
896,Four Points by Sheraton Chicago Downtown - Magnificent Mile,630 N Rush St,Chicago,US,60611,,,,,,,,233271,expedia
897,Comfort Suites Chicago,320 N. Michigan Avenue,Chicago,US,60601,,,,,,,,241230,expedia
898,Hampton Inn Majestic Chicago Theatre District,22 W Monroe St,Chicago,US,60603,,,,,,,,249694,expedia
899,HOUSE OF TWO URNS BANDB,1239 Greenview,Chicago,US,60642,,,,,,,,250957,expedia
900,University Club of Chicago,76 EAST MONROE,Chicago,US,60603,,,,,,,,250969,expedia
901,Heart O' Chicago,5990 North Ridge Ave,Chicago,US,60660,,,,,,,,254619,expedia
902,Holiday Inn Express Hotel & Suites Chicago-Midway Airport,6500 S Cicero Ave,Chicago,US,60638,,,,,,,,263986,expedia
903,Residence Inn by Marriott Downtown Chicago River North,410 N Dearborn St,Chicago,US,60610,,,,,,,,259014,expedia
904,WOODED ISLE INC WOODED ISLE SUI,5750 S Stony Island Av,Chicago,US,60637,,,,,,,,259166,expedia
905,Trump International Hotel & Tower Chicago,401 N Wabash Ave,Chicago,US,60611,,,,,,,,257544,expedia
906,Extended Stay America Chicago - Midway,7524 S State Rd,Chicago,US,60459,,,,,,,,262789,expedia
907,Residence Inn Marriott Chicago Midway,6638 S Cicero Ave,Chicago,US,60638,,,,,,,,270402,expedia
908,Crowne Plaza Chicago Metro,733 W Madison St,Chicago,US,60661,,,,,,,,263988,expedia
909,Holiday Inn Chicago Midway Airport,6624 S Cicero Ave,Chicago,US,60638,,,,,,,,270658,expedia
910,dana hotel and spa,660 North State Street,Chicago,US,60654,,,,,,,,265809,expedia
911,THE BEADLE RESIDENCES,5140 Kenwood Ave,Chicago,US,60615,,,,,,,,268560,expedia
912,Central Loop Hotel,111 West Adams Street,Chicago,US,60603,,,,,,,,271703,expedia
913,Hotel Felix Chicago,111 W Huron St,Chicago,US,60654,,,,,,,,273641,expedia
914,theWit Chicago - a DoubleTree by Hilton Hotel,201 N State Street,Chicago,US,60601,,,,,,,,309429,expedia
915,La Quinta Inn & Suites Chicago Downtown,1 S Franklin Street,Chicago,US,60606,,,,,,,,310742,expedia
916,River Hotel,75 East Wacker Drive,Chicago,US,60601,,,,,,,,313552,expedia
917,OHIO HOUSE MOTEL,600 N. LaSalle Street,Chicago,US,60654,,,,,,,,324881,expedia
918,Waldorf Astoria Chicago,11 E. Walton Street,Chicago,US,60611,,,,,,,,314286,expedia
919,Chicago South Loop Hotel,11 W 26th Street,Chicago,US,60616,,,,,,,,323498,expedia
920,Carlton Inn Midway,4944 S Archer Ave,Chicago,US,60632,,,,,,,,327311,expedia
921,"Palomar Chicago, a Kimpton Hotel",505 N State Street,Chicago,US,60654,,,,,,,,333174,expedia
922,COLUMBUS PLAZA APARTMENTS,233 East Wacker Drive,Chicago,US,60601,,,,,,,,340178,expedia
923,GRAND PLAZA,540 N State,Chicago,US,60610,,,,,,,,342237,expedia
924,SUITE HOME CHICAGO,1 W Superior Street STE 601,Chicago,US,60654,,,,,,,,343351,expedia
925,DEWITT PLACE,900 North DeWitt Place,Chicago,US,60611,,,,,,,,343263,expedia
926,JW Marriott Chicago,151 West Adams Street,Chicago,US,60603,,,,,,,,346087,expedia
927,EXECUSTAY AT AMLI 900,900 S Clark Street,Chicago,US,60605,,,,,,,,377914,expedia
928,OAKWOOD AT 200 SQUARED,210 N Wells St,Chicago,US,60606,,,,,,,,382465,expedia
929,Radisson Blu Aqua Hotel Chicago,221 N Columbus Dr,Chicago,US,60601,,,,,,,,387367,expedia
930,EXECUSTAY AT 215 WEST,215 West Washington Street,Chicago,US,60606,,,,,,,,396147,expedia
931,EXECUSTAY AT GRAND PLAZA,540 N State Street,Chicago,US,60610,,,,,,,,396150,expedia
932,CHICAGO PREMIER SUITES,545 North Dearborn,Chicago,US,60654,,,,,,,,402530,expedia
933,Ivy Hotel,233 E Ontario,Chicago,US,60611,,,,,,,,412389,expedia
934,Fairfield Inn & Suites Chicago Downtown/River North,60 W Illinois St,Chicago,US,60654,,,,,,,,422531,expedia
935,Hyatt Place Chicago/River North,66 W Illinois St,Chicago,US,60654,,,,,,,,422184,expedia
936,Aloft Chicago City Center,515 North Clark Street,Chicago,US,60654,,,,,,,,421352,expedia
937,The Westin Copley Place,10 Huntington Ave,Boston,US,2116,,,,,,,,105311,expedia
938,Sheraton Boston Hotel,39 Dalton St,Boston,US,2199,,,,,,,,105759,expedia
939,Boston Marriott Long Wharf,296 State St,Boston,US,2109,,,,,,,,106118,expedia
940,Marriott Boston Copley Place,110 Huntington Ave,Boston,US,2116,,,,,,,,106307,expedia
941,Courtyard by Marriott Boston Logan Airport,225 Mcclellan Hwy,Boston,US,2128,,,,,,,,106760,expedia
942,Wyndham Boston Beacon Hill,5 Blossom Street,Boston,US,2114,,,,,,,,107707,expedia
943,Howard Johnson Inn Fenway Park,1271 Boylston St,Boston,US,2215,,,,,,,,109267,expedia
944,Revere Hotel Boston Common,200 Stuart St,Boston,US,2116,,,,,,,,109107,expedia
945,Boston Omni Parker House Hotel,60 School St,Boston,US,2108,,,,,,,,109368,expedia
946,Chandler Inn Hotel,26 Chandler St,Boston,US,2116,,,,,,,,111989,expedia
947,The Fairmont Copley Plaza Hotel,138 Saint James Ave,Boston,US,2116,,,,,,,,114050,expedia
948,DoubleTree Suites by Hilton Boston - Cambridge,400 Soldiers Field Road,Boston,US,02134-1893,,,,,,,,114018,expedia
949,Taj Boston,15 Arlington St,Boston,US,2116,,,,,,,,114120,expedia
950,Copley Square Hotel,47 Huntington Ave,Boston,US,2116,,,,,,,,114172,expedia
951,"The Langham, Boston",250 Franklin St,Boston,US,2110,,,,,,,,114243,expedia
952,Four Seasons Hotel Boston,200 Boylston St,Boston,US,2116,,,,,,,,115103,expedia
953,Boston Harbor Hotel,70 Rowes Wharf,Boston,US,2110,,,,,,,,116889,expedia
954,Millennium Bostonian Hotel Boston,26 North St,Boston,US,2109,,,,,,,,113791,expedia
955,The Lenox Hotel Boston,61 Exeter Street,Boston,US,2116,,,,,,,,114173,expedia
956,Hyatt Regency Boston,One Avenue De Lafayette,Boston,US,2111,,,,,,,,116085,expedia
957,The Midtown Hotel,220 Huntington Ave,Boston,US,2115,,,,,,,,115097,expedia
958,Holiday Inn Express Hotel & Suites Boston Garden,280 Friend Street,Boston,US,2114,,,,,,,,119925,expedia
959,The Boston Park Plaza Hotel,50 Park Plaza at Arlington Street,Boston,US,02116-3912,,,,,,,,122147,expedia
960,Boston Hotel Buckminster,645 Beacon St,Boston,US,2215,,,,,,,,121997,expedia
961,Ramada Inn Boston,800 Morrissey Blvd,Boston,US,2122,,,,,,,,125325,expedia
962,The Eliot Hotel,370 Commonwealth Ave,Boston,US,2215,,,,,,,,125378,expedia
963,Comfort Inn Boston,900 William T Morrissey Blvd,Boston,US,2122,,,,,,,,124855,expedia
964,The Colonnade Hotel Back Bay,120 Huntington Avenue,Boston,US,2116,,,,,,,,128380,expedia
965,Days Hotel-Boston/Cambridge,1234 Soldiers Field Rd,Boston,US,2135,,,,,,,,126854,expedia
966,Hyatt Harborside Hotel,101 Harborside Dr,Boston,US,2128,,,,,,,,131646,expedia
967,Courtyard by Marriot Boston Downtown/Tremont Hotel,275 Tremont St,Boston,US,2116,,,,,,,,145371,expedia
968,Holiday Inn Express Boston,69 Boston St,Boston,US,2125,,,,,,,,148987,expedia
969,Fifteen Beacon,15 Beacon St,Boston,US,2108,,,,,,,,153529,expedia
970,Hilton Boston Downtown / Financial District,89 Broad St,Boston,US,2110,,,,,,,,148554,expedia
971,Hilton Boston Back Bay,40 Dalton St,Boston,US,2115,,,,,,,,163176,expedia
972,DoubleTree Club by Hilton Boston Bayside,240 Mount Vernon Street,Boston,US,2125,,,,,,,,153530,expedia
973,Hilton Boston Logan Airport,One Hotel Drive,Boston,US,2128,,,,,,,,151980,expedia
974,Club Quarters in Boston,161 Devonshire St,Boston,US,2110,,,,,,,,163178,expedia
975,DoubleTree by Hilton Boston Downtown,821 Washington Street,Boston,US,2111,,,,,,,,169294,expedia
976,Best Western University Hotel-Boston/Brighton,1650 Commonwealth Ave,Boston,US,2135,,,,,,,,180877,expedia
977,OAKWOOD BOSTON,ONE INDIA STREET,Boston,US,2109,,,,,,,,187182,expedia
978,Seaport Boston Hotel,1 Seaport Lane,Boston,US,2210,,,,,,,,184606,expedia
979,"The Ritz-Carlton, Boston Common",10 Avery St,Boston,US,2111,,,,,,,,195576,expedia
980,BW PLUS ROUNDHOUSE SUITES,891 Massachusetts Avenue,Boston,US,2118,,,,,,,,193464,expedia
981,Charlesmark Hotel,655 Boylston St,Boston,US,2116,,,,,,,,199725,expedia
982,The Inn at Longwood Medical,342 Longwood Ave,Boston,US,2115,,,,,,,,200055,expedia
983,Hotel Commonwealth,500 Commonwealth Ave,Boston,US,2215,,,,,,,,205543,expedia
984,Embassy Suites Boston Logan Airport,207 Porter St,Boston,US,2128,,,,,,,,207132,expedia
985,"Nine Zero Hotel, a Kimpton Hotel",90 Tremont St,Boston,US,2108,,,,,,,,203448,expedia
986,Residence Inn by Marriott Boston Harbor on Tudor Wharf,34-44 Charles River Ave,Boston,US,2129,,,,,,,,208398,expedia
987,Boston Common Hotel & Conference Center,40 Trinity Place,Boston,US,2116,,,,,,,,208464,expedia
988,Courtyard by Marriott Boston Copley Square,88 Exeter St,Boston,US,2116,,,,,,,,220166,expedia
989,Loews Boston Back Bay Hotel,350 Stuart St,Boston,US,2116,,,,,,,,220674,expedia
990,The Bulfinch Hotel,107 Merrimac St,Boston,US,2114,,,,,,,,223895,expedia
991,"Onyx Hotel, a Kimpton Hotel",155 Portland St,Boston,US,2114,,,,,,,,216642,expedia
992,Hampton Inn & Suites Boston Crosstown Center,811 Massachusetts Ave,Boston,US,2118,,,,,,,,220677,expedia
993,Hotel 140,140 Clarendon St,Boston,US,2116,,,,,,,,227511,expedia
994,Newbury Guest House,261 Newbury St,Boston,US,2116,,,,,,,,220405,expedia
995,Courtyard by Marriott Boston South,63r Boston St,Boston,US,2125,,,,,,,,234214,expedia
996,The Westin Boston Waterfront,425 Summer St,Boston,US,2210,,,,,,,,242136,expedia
997,COPLEY HOUSE,239 WEST NEWTON STREET,Boston,US,2116,,,,,,,,250984,expedia
998,The Liberty Hotel - A Starwood Luxury Collection Hotel,215 Charles St,Boston,US,2114,,,,,,,,255157,expedia
999,Renaissance Boston Waterfront Hotel,606 Congress St,Boston,US,2210,,,,,,,,260278,expedia
1000,OAKWOOD AT THE DEVONSHIRE,ONE DEVONSHIRE PLACE,BOSTON,US,2109,,,,,,,,259283,expedia
1001,InterContinental Boston,510 Atlantic Ave,Boston,US,2210,,,,,,,,264768,expedia
1002,Mandarin Oriental Boston,776 Boylston St,Boston,US,2199,,,,,,,,272430,expedia
1003,Fairmont Battery Wharf Boston,Three Battery Wharf,Boston,US,02109-1006,,,,,,,,277552,expedia
1004,Ames,1 Court Street,Boston,US,2108,,,,,,,,313563,expedia
1005,W Boston,100 Stuart Street,Boston,US,2116,,,,,,,,324884,expedia
1006,LENOX THE,61 Exeter Street,Boston,US,2116,,,,,,,,325809,expedia
1007,The Constitution Inn,150 3rd Ave,Boston,US,2129,,,,,,,,355851,expedia
1008,OAKWOOD AT EXETER TOWERS,28 Exeter Street,BOSTON,US,2116,,,,,,,,386691,expedia
1009,Oakwood at the Lofts at Atlanti,530 Atlantic Avenue,Boston,US,2110,,,,,,,,398734,expedia
1010,"enVision Hotel Boston, an Ascend Hotel Collection Member",81 S Huntington Ave,Boston,US,2130,,,,,,,,407440,expedia
1011,The Boston Park Plaza Towers,50 Park Plaza at Arlington Street,Boston,US,02116-3912,,,,,,,,404904,expedia
1012,Hotel Ocean,1230 Ocean Dr,Miami Beach,US,33139,,,,,,,,105609,expedia
1013,The Continental Hotel,1825 Collins Avenue,Miami Beach,US,33139,,,,,,,,106166,expedia
1014,The Palms Hotel & Spa,3025 Collins Ave,Miami Beach,US,33140,,,,,,,,106399,expedia
1015,Seagull Hotel Miami Beach,100 21st St,Miami Beach,US,33139,,,,,,,,106361,expedia
1016,Eden Roc Renaissance Miami Beach,4525 Collins Ave,Miami Beach,US,33140,,,,,,,,114060,expedia
1017,CORONADO HOTEL,9501 COLLINS AVENUE,Miami Beach,US,33154,,,,,,,,115934,expedia
1018,DI LIDO BEACH HOTEL,1669 COLLINS AVE,Miami Beach,US,33139,,,,,,,,114047,expedia
1019,The Park Central Hotel,640 Ocean Dr,Miami Beach,US,33139,,,,,,,,115840,expedia
1020,Catalina Hotel & Beach Club,1732 Collins Ave,Miami Beach,US,33139,,,,,,,,117015,expedia
1021,Delano,1685 Collins Ave,Miami Beach,US,33139,,,,,,,,119418,expedia
1022,Sixty Sixty Resort,6060 Indian Creek Drive,Miami Beach,US,33140,,,,,,,,120473,expedia
1023,Days Inn Oceanside Miami Beach,4299 Collins Avenue,Miami Beach,US,33140,,,,,,,,119022,expedia
1024,Hotel Breakwater,940 Ocean Drive,Miami Beach,US,33139,,,,,,,,119253,expedia
1025,The Kent Hotel,1131 Collins Ave,Miami Beach,US,33139,,,,,,,,119932,expedia
1026,CHATEAU BY THE SEA,19115 COLLINS AVENUE,Miami Beach,US,33160,,,,,,,,120214,expedia
1027,South Seas Hotel,1751 Collins Ave,Miami Beach,US,33139,,,,,,,,121355,expedia
1028,Carlton Hotel South Beach,1433 Collins Avenue,Miami Beach,US,33139,,,,,,,,121750,expedia
1029,Pelican Hotel,826 Ocean Dr,Miami Beach,US,33139,,,,,,,,122073,expedia
1030,Howard Johnson Plaza Dezerland Beach,8701 Collins Ave,Miami Beach,US,33154,,,,,,,,122799,expedia
1031,Shelborne South Beach,1801 Collins Ave,Miami Beach,US,33139,,,,,,,,127867,expedia
1032,SLS Hotel South Beach,1701 Collins Ave,Miami Beach,US,33139,,,,,,,,125203,expedia
1033,Majestic South Beach Hotel,660 Ocean Dr,Miami Beach,US,33139,,,,,,,,126319,expedia
1034,Ocean Surf Hotel,7436 Ocean Ter,Miami Beach,US,33141,,,,,,,,125801,expedia
1035,Days Inn and Suites Miami Beach Ocean Front,7450 Ocean Ter,Miami Beach,US,33141,,,,,,,,126536,expedia
1036,Avalon Hotel,700 Ocean Dr,Miami Beach,US,33139,,,,,,,,125540,expedia
1037,Colony Hotel,736 Ocean Dr,Miami Beach,US,33139,,,,,,,,127893,expedia
1038,Starlite Hotel,750 Ocean Dr,Miami Beach,US,33139,,,,,,,,128006,expedia
1039,The Alexander All Suite Oceanfront Resort,5225 Collins Avenue,Miami Beach,US,33140,,,,,,,,126687,expedia
